C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_37_364.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_37_364.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_37_364.jpg, 0, 0, 0, 7.791131E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_37_468.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_37_468.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_37_468.jpg, 0, 0, 0, 7.807511E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_37_569.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_37_569.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_37_569.jpg, 0, 0, 0, 7.772558E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_37_670.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_37_670.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_37_670.jpg, 0, 0, 0, 7.833693E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_37_771.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_37_771.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_37_771.jpg, 0, 0, 0, 7.961504E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_37_872.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_37_872.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_37_872.jpg, 0, 0, 0, 8.102737E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_37_974.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_37_974.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_37_974.jpg, 0, 0, 0, 7.889501E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_38_075.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_38_075.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_38_075.jpg, 0, 0, 0, 7.831791E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_38_176.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_38_176.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_38_176.jpg, 0, 0, 0, 7.805056E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_38_277.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_38_277.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_38_277.jpg, 0, 0, 0, 7.808222E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_38_378.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_38_378.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_38_378.jpg, 0, 0, 0, 7.818612E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_38_481.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_38_481.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_38_481.jpg, 0, 0, 0, 7.802635E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_38_583.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_38_583.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_38_583.jpg, 0, 0, 0, 7.825195E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_38_683.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_38_683.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_38_683.jpg, 0, 0, 0, 7.902341E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_38_786.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_38_786.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_38_786.jpg, 0, 0, 0, 7.829595E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_38_887.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_38_887.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_38_887.jpg, 0, 0, 0, 7.814216E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_38_991.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_38_991.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_38_991.jpg, 0, 0, 0, 7.832564E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_39_094.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_39_094.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_39_094.jpg, 0, 0, 0, 7.838477E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_39_194.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_39_194.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_39_194.jpg, 0, 0, 0, 8.063899E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_39_296.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_39_296.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_39_296.jpg, 0, 0, 0, 7.923944E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_39_398.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_39_398.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_39_398.jpg, 0, 0, 0, 7.810205E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_39_500.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_39_500.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_39_500.jpg, 0, 0, 0, 8.080157E-05
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_39_602.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_39_602.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_39_602.jpg, 0, 0.1895193, 0, 0.09616534
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_39_703.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_39_703.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_39_703.jpg, -0.2829633, 0.4893261, 0, 0.5054291
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_39_805.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_39_805.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_39_805.jpg, -0.4324082, 0.797863, 0, 1.286918
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_39_906.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_39_906.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_39_906.jpg, -0.1400595, 1, 0, 2.449944
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_40_008.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_40_008.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_40_008.jpg, 0, 1, 0, 3.860699
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_40_108.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_40_108.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_40_108.jpg, 0, 1, 0, 5.02861
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_40_209.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_40_209.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_40_209.jpg, -0.2009937, 1, 0, 6.176647
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_40_312.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_40_312.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_40_312.jpg, -0.5005084, 1, 0, 7.274585
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_40_414.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_40_414.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_40_414.jpg, -0.2192585, 1, 0, 8.406303
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_40_514.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_40_514.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_40_514.jpg, 0, 1, 0, 9.5212
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_40_617.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_40_617.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_40_617.jpg, 0, 1, 0, 10.63139
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_40_718.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_40_718.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_40_718.jpg, 0, 1, 0, 11.56784
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_40_820.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_40_820.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_40_820.jpg, -0.2971893, 1, 0, 12.76866
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_40_922.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_40_922.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_40_922.jpg, -0.4698294, 1, 0, 13.75306
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_41_025.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_41_025.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_41_025.jpg, -0.1718292, 1, 0, 14.76994
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_41_127.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_41_127.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_41_127.jpg, 0, 1, 0, 16.13352
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_41_228.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_41_228.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_41_228.jpg, -0.1533204, 1, 0, 17.1333
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_41_329.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_41_329.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_41_329.jpg, -0.1450926, 1, 0, 18.16363
C:\Users\Mohamad\finding-lanes\IMG\center_2022_04_11_13_43_41_429.jpg, C:\Users\Mohamad\finding-lanes\IMG\left_2022_04_11_13_43_41_429.jpg, C:\Users\Mohamad\finding-lanes\IMG\right_2022_04_11_13_43_41_429.jpg, 0, 1, 0, 19.17603
